질병명,항목,내용
기흉,기흉증상,가슴 한쪽이 다른 쪽보다 덜 움직임 심호흡 시 흉통 증가 찌르는 듯한 흉통 호흡이 곤란한 느낌 휴식 시 가슴 통증
기흉,병원 방문 필요 증상,없음
기흉,자가 관리 방법,없음
긴장성 기흉,긴장성 기흉증상,저혈압 가슴 한쪽이 다른 쪽보다 덜 움직임 휴식 시 숨참 갑작스런 숨가쁨 운동할 때 숨 가쁨
긴장성 기흉,병원 방문 필요 증상,없음
긴장성 기흉,자가 관리 방법,없음
긴장성두통,긴장성두통자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 어둡고 조용한 방에 눕습니다. "추가적인 에피소드를 예방하기 위한 행동 요법 이완기법 또는 스트레스 관리 훈련을 합니다"
긴장성두통,긴장성두통증상,두통 스트레스로 인한 두통 관자놀이에 두통이 있음 전두부의 두통 불안
긴장성두통,병원을 꼭 방문해야 하는긴장성두통증상,발열(38ºC를 초과하는 체온) 목 강직 발작을 동반하는 경우 사지의 민감성 및/또는 운동성 외상성 상해를 겪은 적이 있는 경우입니다. 흐린 시야. 눈 통증 및/또는 귀통증입니다. 구토물
긴장성두통 (소아청소년과),긴장성두통 (소아청소년과)자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 어둡고 조용한 방에 눕습니다. "추가적인 에피소드를 예방하기 위한 행동 요법 이완기법 또는 스트레스 관리 훈련을 합니다"
긴장성두통 (소아청소년과),긴장성두통 (소아청소년과)증상,발열/매우 더운 느낌 두통 스트레스로 인한 두통 불안 머리 측면에 두통이 있음
긴장성두통 (소아청소년과),병원을 꼭 방문해야 하는긴장성두통 (소아청소년과)증상,발열(38ºC를 초과하는 체온) 목 강직 발작을 동반하는 경우 사지의 민감성 및/또는 운동성 눈 통증 및/또는 귀통증입니다. 외상성 상해를 겪은 적이 있는 경우입니다. 흐린 시야. 구토물
길랑-바레 증후군,길랑-바레 증후군증상,사지가 부분적으로 마비 해당 부위가 저림 걷는 데 어려움이 있음 양쪽 다리에 힘이 상실됨 얼굴 반쪽의 마비
길랑-바레 증후군,병원 방문 필요 증상,없음
길랑-바레 증후군,자가 관리 방법,없음
꼬리뼈 외상,꼬리뼈 외상자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 염증을 줄이기 위해 하루 3번 병변 부위에 국소적으로 냉찜질을 합니다 앉을 때는 베개나 풍선 고무링을 사용하세요
꼬리뼈 외상,꼬리뼈 외상증상,꼬리뼈 통증 꼬리뼈 타박상 앉을 때 꼬리뼈 통증 증가 아래 허리 통증 둔부 통증
꼬리뼈 외상,병원을 꼭 방문해야 하는꼬리뼈 외상증상,멍이 1주일이 지나도 사라지지 않거나 악화되는 경우 진통제로도 멈추지 않는 통증 사지의 민감성 및/또는 운동성
꼬리뼈 탈구,꼬리뼈 탈구자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 체중이 늘지 않도록 노력합니다 앉을 때는 베개나 풍선 고무링을 사용하세요 앉아있는 시간을 줄입니다 증상이 최소화될 때까지 부분적으로 휴식을 취합니다.
꼬리뼈 탈구,꼬리뼈 탈구증상,꼬리뼈 통증 앉을 때 꼬리뼈 통증 증가 꼬리뼈 타박상 외상 부위의 멍
꼬리뼈 탈구,병원을 꼭 방문해야 하는꼬리뼈 탈구증상,발열(38ºC를 초과하는 체온) 진통제로도 멈추지 않는 통증
나병,나병자가 관리 방법,신경 손상으로 인해 촉진할 수 없는 상처와 감염 부위를 검사하고 치료합니다 오일을 사용하여 피부를 촉촉하게 유지합니다 일주일에 3번 규칙적으로 운동합니다 "균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" "댑손 리팜피신 클로파지민에 대해 일반의와 상의하세요"
나병,나병증상,피부 반점을 만지면 감각과 통증이 없음 통증 없는 피부 병변 눈썹/겨드랑이 털이 빠짐 얼굴을 변형시키는 융기된 피부 병변 피부 잡티
나병,병원을 꼭 방문해야 하는나병증상,시각 장애 어두운 색을 띠는 궤양 "면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다." 사지의 감각 상실
난관 염증 - 난관염,난관 염증 - 난관염자가 관리 방법,증상이 최소화될 때까지 부분적으로 휴식을 취합니다. "진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." "성관계를 피하고 성관계를 하는 경우 콘돔과 같은 피임 방법을 사용합니다" 항생제에 대해 일반의와 상의하세요
난관 염증 - 난관염,난관 염증 - 난관염증상,골반 부위 통증 발열/매우 더운 느낌 배란기 통증 걸쭉한 질 분비물 성관계 중 통증이 있음
난관 염증 - 난관염,병원을 꼭 방문해야 하는난관 염증 - 난관염증상,고열(39ºC 이상) 심한 복통 과도한 발한
난독증 (소아청소년과),난독증 (소아청소년과)자가 관리 방법,음성 청각적 치료에 대해 일반의와 상의하세요
난독증 (소아청소년과),난독증 (소아청소년과)증상,"문자 숫자 및 단어의 순서를 뒤죽박죽으로 씀" 작성된 글을 이해하는 데 어려움이 있음 큰 소리로 읽기 어려움 문장 부호 규칙을 이해하는 데 어려움이 있음 문법 규칙을 배우는 데 어려움이 있음
난독증 (소아청소년과),병원 방문 필요 증상,없음
난소 과다자극 증후군,난소 과다자극 증후군증상,복부 크기 증가 간헐적이고 심한 복통 구토 호흡곤란 하복부 통증
난소 과다자극 증후군,병원 방문 필요 증상,없음
난소 과다자극 증후군,자가 관리 방법,없음
난소낭종,난소낭종자가 관리 방법,"균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" 호르몬 치료법에 대해 일반의와 상의하세요
난소낭종,난소낭종증상,간헐적이고 심한 복통
난소낭종,병원을 꼭 방문해야 하는난소낭종증상,발열(38ºC를 초과하는 체온) 심한 복통 구토물 호흡곤란
난소암,난소암증상,복부 크기 증가 골반 부위 통증 하복부에서 압박감이 느껴짐 골반에서 압박감이 느껴짐 비자발적 체중 감소
난소암,병원 방문 필요 증상,없음
난소암,자가 관리 방법,없음
난소 염전 - 자궁 부속기 염전,난소 염전 - 자궁 부속기 염전증상,간헐적이고 심한 복통 골반 부위 통증 오심 왼쪽 아랫배에 통증이 있음 구토
난소 염전 - 자궁 부속기 염전,병원 방문 필요 증상,없음
난소 염전 - 자궁 부속기 염전,자가 관리 방법,없음
낫적혈구 빈혈 - 겸상 적혈구병 (소아청소년과),낫적혈구 빈혈 - 겸상 적혈구병 (소아청소년과)자가 관리 방법,하루에 물 2리터를 섭취합니다. "진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다."
낫적혈구 빈혈 - 겸상 적혈구병 (소아청소년과),낫적혈구 빈혈 - 겸상 적혈구병 (소아청소년과)증상,지침/피로 창백함이 매우 심함 골 통증 "개구 편위 발음 변화 근력이나 감각의 변화" 찌르는 듯한 흉통
낫적혈구 빈혈 - 겸상 적혈구병 (소아청소년과),병원 방문 필요 증상,없음
낭성섬유증 (소아청소년과),낭성섬유증 (소아청소년과)자가 관리 방법,"균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" 일주일에 3번 규칙적으로 운동합니다 백신 접종을 최신 상태로 유지합니다 담배 연기에 노출되지 않도록 하세요 주기적으로 일반의를 방문합니다
낭성섬유증 (소아청소년과),낭성섬유증 (소아청소년과)증상,소금기가 많은 땀 지방이 많은 설사 식욕 상실 체중 증가 불량 복부 크기 증가
낭성섬유증 (소아청소년과),병원을 꼭 방문해야 하는낭성섬유증 (소아청소년과)증상,발열(38ºC를 초과하는 체온) 호흡곤란 기침을 하면 피 또는 고름이 나옵니다 탈수 증상: 평소보다 더 피곤하고 어지럽고 입과 혀가 마릅니다.
내장리슈만편모충증 - 칼라아잘,내장리슈만편모충증 - 칼라아잘증상,발열/매우 더운 느낌 지침/피로 창백함 왼쪽 상복부 통증 전신 병감(권태)
내장리슈만편모충증 - 칼라아잘,병원 방문 필요 증상,없음
내장리슈만편모충증 - 칼라아잘,자가 관리 방법,없음
내장탈출,내장탈출자가 관리 방법,"균형 잡힌 식단을 유지하고 수용성 섬유질(과일 및 채소)을 섭취하며 가스를 생성하는 음식(콩 양배추 콜리플라워 브로콜리) 보존제가 함유된 탄산음료 합성 감미료 및 정제 설탕은 섭취하지 않는 것이 좋습니다." 체중이 늘지 않도록 노력합니다 담배 소비량을 줄입니다
내장탈출,내장탈출증상,반흔 또는 반흔 부근의 혹 "과체중 또는 비만 BMI 25~29.9" 비만이며 BMI가 30 이상임 국소 복통 일주일에 배변 횟수가 3회 미만임(변비)
내장탈출,병원을 꼭 방문해야 하는내장탈출증상,발열(38ºC를 초과하는 체온) 구토물 급격히 증가하는 복통 탈장의 멍울이 붉어지거나 자주색으로 변하거나 어두워짐 장을 비우거나 가스를 배출할 수 없음
내측상과염,내측상과염자가 관리 방법,"통증이 있는 경우 파라세타몰 이부프로펜 또는 디클로페낙과 같은 진통제를 복용합니다." 염증을 줄이기 위해 하루 3번 병변 부위에 국소적으로 냉찜질을 합니다 갑자기 움직이지 마세요 증상이 최소화될 때까지 부분적으로 휴식을 취합니다.
내측상과염,내측상과염증상,팔꿈치 통증 팔꿈치 안쪽의 통증 가장 많이 사용하는 팔꿈치의 통증 "팔 팔뚝 및/또는 손이 저림" 팔꿈치 안쪽의 통증이 팔뚝으로 퍼짐
내측상과염,병원을 꼭 방문해야 하는내측상과염증상,진통제로도 멈추지 않는 통증 촉진 시 및/또는 멍이 나타나는 경우의 통증 증가
내향성 발톱,내향성 발톱자가 관리 방법,"하루에 세 번 10~20분간 미지근한 비눗물에 발을 담급니다" 손발톱 아래에 면패드나 치과용 실을 놓습니다 꽉 끼지 않는 편안한 신발을 착용하세요 "진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 발톱을 일자로 자릅니다
내향성 발톱,내향성 발톱증상,못이 살 속으로 파고듦 손톱 주변에 염증이 있음 손톱 주위 통증 손톱 주위가 붉어짐 손가락이 붓고 붉어짐
내향성 발톱,병원을 꼭 방문해야 하는내향성 발톱증상,발열(38ºC를 초과하는 체온) "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)" "면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다."
네 번째 발가락 절단,네 번째 발가락 절단자가 관리 방법,눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다
네 번째 발가락 절단,네 번째 발가락 절단증상,네 번째 발가락 외상성 절단 오른쪽 네 번째 발가락 외상성 절단 왼쪽 네 번째 발가락 외상성 절단 외상성 절단 출혈
네 번째 발가락 절단,병원 방문 필요 증상,없음
노년난청,노년난청자가 관리 방법,달팽이관 이식 수술 또는 청각 삽입물에 대해 일반의와 상의하세요 강한 소음에 노출되는 시간을 줄이세요
노년난청,노년난청증상,부분 청력 소실 시끄러운 환경에서의 난청 이명이 있음 귀가 울림 청력 완전 소실
노년난청,병원 방문 필요 증상,없음
농가진,농가진자가 관리 방법,물과 비누로 상처 부위를 완전히 씻어냅니다 병변 부위를 문지르지 마세요 "수건 시트 또는 브러쉬를 함께 사용하지 않습니다" 곪은 병변을 만지지 마세요
농가진,농가진증상,황색 딱지를 유발하는 피부 수포 물집이 노란색 딱지로 바뀜 피부 발진 수포가 모여있고 가려움 입 주위의 붉어짐 및/또는 발진
농가진,병원을 꼭 방문해야 하는농가진증상,발열(38ºC를 초과하는 체온) 24시간 동안 500ml 청량음료 한 병보다 적은 양의 소변을 봅니다
농양 - 항문 누공,농양 - 항문 누공증상,항문이 붓고 붉어짐 항문 주위 통증 항문 통증 항문에 고름이 있음 발열/매우 더운 느낌
농양 - 항문 누공,병원 방문 필요 증상,없음
농양 - 항문 누공,자가 관리 방법,없음
뇌농양,뇌농양자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." "구토가 있는 경우 항구토제(디멘히드리네이트 차살리실산 비스무트 온단세트론 메토클로프라미드)를 복용합니다"
